time,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z
0.0,0.05,-0.37,1.01,4.47,-4.69,-3.73
3.3333333333333333e-06,0.04,-0.36,0.98,3.63,-7.88,-5.05
6.666666666666667e-06,-0.02,-0.22,1.17,0.05,-9.68,-6.7
9.999999999999999e-06,0.11,-0.36,0.91,4.37,-4.27,-6.08
1.3333333333333333e-05,0.12,-0.39,0.9,13.16,4.9,-5.8
1.6666666666666667e-05,0.12,-0.37,0.9,12.81,-4.35,1.36
2e-05,0.06,-0.35,0.93,15.04,-6.63,-3.33
2.3333333333333336e-05,0.08,-0.35,0.98,19.54,-6.67,-4.21
2.666666666666667e-05,0.09,-0.34,1.11,14.92,-14.05,-2.0
3.0000000000000004e-05,0.06,-0.31,1.11,12.64,-16.66,-1.39
3.3333333333333335e-05,0.05,-0.36,1.09,12.85,-6.78,-2.56
3.6666666666666666e-05,0.1,-0.32,0.99,12.85,5.79,-7.22
3.9999999999999996e-05,0.13,-0.32,1.02,14.08,10.18,-7.01
4.333333333333333e-05,0.1,-0.33,1.05,14.9,3.53,-4.18
4.666666666666666e-05,0.1,-0.33,1.04,13.94,0.49,-3.89
4.999999999999999e-05,0.1,-0.32,1.06,10.2,-2.82,-3.45
5.333333333333332e-05,0.11,-0.32,1.06,6.66,2.08,-3.47
5.666666666666665e-05,0.1,-0.31,1.01,9.36,0.7,-3.04
5.999999999999998e-05,0.1,-0.31,1.02,8.61,1.65,-3.57
6.333333333333332e-05,0.11,-0.32,0.98,11.04,1.66,-2.47
6.666666666666666e-05,0.1,-0.31,0.98,12.58,0.06,-1.45
7e-05,0.09,-0.31,0.97,13.28,-1.69,-1.37
7.333333333333333e-05,0.07,-0.3,1.02,10.84,-4.67,-2.11
7.666666666666667e-05,0.1,-0.29,0.98,10.11,-2.37,-2.21
8e-05,0.11,-0.29,0.94,11.18,1.62,-2.0
8.333333333333334e-05,0.07,-0.28,0.98,9.92,-1.5,-2.23
8.666666666666668e-05,0.1,-0.28,0.92,10.82,0.89,-2.58
9.000000000000002e-05,0.1,-0.28,0.92,10.06,2.7,-2.02
9.333333333333336e-05,0.08,-0.27,0.93,10.72,-1.39,-2.0
9.66666666666667e-05,0.1,-0.27,0.93,12.82,-2.96,-0.63
0.00010000000000000003,0.07,-0.27,0.94,13.91,-6.31,-0.66
0.00010333333333333337,0.09,-0.27,0.95,14.66,-1.13,-1.98
0.00010666666666666671,0.08,-0.27,0.95,13.24,-0.11,-3.3
0.00011000000000000004,0.07,-0.26,0.96,12.6,-1.11,-3.45
0.00011333333333333338,0.08,-0.26,0.92,13.45,2.38,-4.23
0.00011666666666666672,0.08,-0.26,0.94,14.69,2.44,-4.32
0.00012000000000000006,0.06,-0.26,0.96,14.32,-2.03,-4.95
0.0001233333333333334,0.06,-0.25,0.96,14.5,-7.95,-4.81
0.00012666666666666672,0.08,-0.25,0.97,13.97,-11.59,-4.82
0.00013000000000000004,0.08,-0.25,0.97,12.78,-14.29,-5.51
0.00013333333333333337,0.1,-0.24,0.97,10.14,-14.17,-6.75
0.0001366666666666667,0.13,-0.24,0.96,13.13,-11.89,-5.89
0.00014000000000000001,0.14,-0.26,0.99,13.16,-10.53,-4.38
0.00014333333333333334,0.11,-0.25,1.02,9.18,-12.0,-1.51
0.00014666666666666666,0.15,-0.43,0.9,6.06,-9.07,-2.43
0.00015,0.15,-0.23,1.07,-4.11,-14.08,-0.98
0.0001533333333333333,0.11,-0.25,1.08,-1.65,-10.87,-3.91
0.00015666666666666663,0.14,-0.24,1.01,2.56,-5.77,-4.21
0.00015999999999999996,0.14,-0.24,1.05,1.76,-5.27,-3.82
0.00016333333333333328,0.16,-0.24,1.02,2.44,-3.08,-2.14
0.0001666666666666666,0.13,-0.25,1.03,2.98,0.14,-3.25
0.00016999999999999993,0.12,-0.24,1.02,3.6,-0.89,-3.33
0.00017333333333333325,0.11,-0.24,1.03,4.11,-3.85,-3.95
0.00017666666666666658,0.11,-0.22,1.03,3.07,-11.94,-3.4
0.0001799999999999999,0.15,-0.23,1.01,0.7,-10.6,-1.19
0.00018333333333333323,0.15,-0.24,1.0,2.4,-10.0,-0.66
0.00018666666666666655,0.14,-0.24,0.97,4.02,-11.59,-1.22
0.00018999999999999987,0.11,-0.25,0.95,8.12,-13.47,-2.99
0.0001933333333333332,0.13,-0.23,1.0,5.86,-13.76,-3.94
0.00019666666666666652,0.14,-0.21,1.02,2.4,-11.54,-5.59
0.00019999999999999985,0.16,-0.2,1.01,-0.99,-8.92,-6.46
0.00020333333333333317,0.19,-0.21,0.99,-2.37,-4.34,-4.09
0.0002066666666666665,0.15,-0.2,0.98,-5.45,-3.37,-2.49
0.00020999999999999982,0.13,-0.21,0.97,-3.27,-0.09,-8.0
0.00021333333333333314,0.17,-0.19,1.01,-8.69,10.21,-9.63
0.00021666666666666647,0.21,-0.18,1.02,-16.11,22.31,-9.48
0.0002199999999999998,0.17,-0.18,1.03,-19.37,24.55,-10.02
0.00022333333333333311,0.16,-0.19,1.02,-21.62,20.6,-9.8
