time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.0,0.25,0.13,1.04,-5.91,2.61,7.92
3.3333333333333333e-06,0.22,0.12,1.04,-10.18,5.85,8.29
6.666666666666667e-06,0.18,0.09,0.99,-8.34,10.08,7.04
9.999999999999999e-06,0.14,0.09,1.05,-10.5,8.79,4.67
1.3333333333333333e-05,0.11,0.1,1.11,-9.86,0.87,6.34
1.6666666666666667e-05,0.11,0.09,1.09,-10.49,-3.91,5.11
2e-05,0.12,0.08,1.08,-10.75,-5.92,2.72
2.3333333333333336e-05,0.15,0.1,1.12,-13.62,-6.93,3.01
2.666666666666667e-05,0.13,0.09,1.08,-12.84,-9.36,3.95
3.0000000000000004e-05,0.14,0.09,1.08,-14.55,-11.98,4.24
3.3333333333333335e-05,0.14,0.11,1.08,-17.56,-14.84,4.73
3.6666666666666666e-05,0.17,0.09,1.03,-17.53,-11.18,3.33
3.9999999999999996e-05,0.19,0.08,0.98,-15.68,-12.7,3.94
4.333333333333333e-05,0.23,0.07,0.87,-2.95,-15.88,7.16
4.666666666666666e-05,0.21,0.06,0.87,1.83,-7.97,8.26
4.999999999999999e-05,0.15,0.07,0.91,8.96,-21.22,13.42
5.333333333333332e-05,0.26,0.15,0.94,-4.67,-3.5,7.88
5.666666666666665e-05,0.2,0.1,1.03,-17.89,-7.48,9.24
5.999999999999998e-05,0.24,0.03,0.85,-14.09,-7.42,9.36
6.333333333333332e-05,0.31,-0.01,0.78,-6.17,3.27,12.11
6.666666666666666e-05,0.29,-0.05,0.81,1.89,9.71,19.44
7e-05,0.23,0.01,0.95,0.52,18.12,20.78
7.333333333333333e-05,0.12,0.01,0.97,0.73,21.5,16.78
7.666666666666667e-05,0.07,0.03,1.04,-1.83,18.9,14.18
8e-05,0.02,0.01,1.07,-1.98,11.76,12.92
8.333333333333334e-05,0.05,0.01,1.07,-0.49,11.31,11.77
8.666666666666668e-05,0.06,0.0,1.09,1.5,9.21,10.52
9.000000000000002e-05,0.09,-0.01,1.07,4.73,15.24,7.88
9.333333333333336e-05,0.07,-0.0,1.12,4.46,20.89,3.98
9.66666666666667e-05,0.02,0.03,1.2,-1.95,22.23,1.77
0.00010000000000000003,-0.04,0.05,1.25,-7.16,14.49,-1.34
0.00010333333333333337,-0.07,0.03,1.19,-6.15,1.08,-6.44
0.00010666666666666671,0.0,0.02,1.15,-6.84,-7.73,-9.91
0.00011000000000000004,0.15,0.04,1.13,-7.86,-1.36,-10.35
0.00011333333333333338,0.21,0.06,1.1,-10.67,8.73,-10.21
0.00011666666666666672,0.19,0.06,1.11,-12.46,8.38,-6.61
0.00012000000000000006,0.16,0.05,1.09,-13.37,7.27,-5.02
0.0001233333333333334,0.15,0.04,1.08,-13.48,4.6,-4.11
0.00012666666666666672,0.15,0.03,1.05,-11.01,1.71,-3.25
0.00013000000000000004,0.18,0.02,1.02,-8.38,1.8,-3.21
0.00013333333333333337,0.17,0.04,1.02,-8.69,1.79,-4.18
0.0001366666666666667,0.18,0.07,1.05,-12.72,2.6,-4.15
0.00014000000000000001,0.21,0.07,1.0,-12.53,5.33,-2.72
0.00014333333333333334,0.23,0.08,1.04,-15.21,12.79,-2.41
0.00014666666666666666,0.2,0.08,1.01,-15.51,11.85,1.24
0.00015,0.18,0.05,0.95,-12.09,11.91,2.67
0.0001533333333333333,0.15,0.03,0.93,-8.02,6.37,4.85
0.00015666666666666663,0.17,0.02,0.91,-3.44,5.1,6.79
0.00015999999999999996,0.15,0.02,0.93,-0.9,3.82,8.26
0.00016333333333333328,0.14,0.04,0.99,-2.44,6.82,7.42
0.0001666666666666666,0.09,0.04,1.01,-3.47,8.2,5.3
0.00016999999999999993,0.07,0.03,1.02,-3.95,0.44,5.57
0.00017333333333333325,0.07,0.03,1.03,-8.47,2.17,2.98
0.00017666666666666658,0.02,0.01,1.04,-9.74,-6.32,2.05
0.0001799999999999999,0.09,-0.03,0.94,-5.54,-6.55,1.54
0.00018333333333333323,0.06,-0.04,0.94,0.72,-10.23,-1.16
0.00018666666666666655,0.07,-0.05,0.92,7.02,-19.65,-1.47
0.00018999999999999987,0.12,-0.02,1.0,4.82,-17.68,-2.08
0.0001933333333333332,0.07,0.01,1.07,-1.19,-22.82,-1.27
0.00019666666666666652,0.1,0.04,1.0,-2.93,-24.96,-3.6
0.00019999999999999985,0.14,-0.01,1.02,-1.76,-25.82,-3.3
0.00020333333333333317,0.14,-0.0,0.98,2.49,-31.73,-3.69
0.0002066666666666665,0.22,-0.01,0.94,6.64,-27.31,-3.36
0.00020999999999999982,0.21,-0.02,0.95,11.39,-30.89,-1.48
0.00021333333333333314,0.23,-0.05,0.97,15.56,-25.33,0.93
0.00021666666666666647,0.21,0.04,1.0,17.95,-29.97,2.15
0.0002199999999999998,0.26,0.0,0.95,23.54,-15.04,1.74
0.00022333333333333311,0.3,0.01,0.87,42.89,-1.88,1.73
0.00022666666666666644,0.3,0.02,0.82,53.56,5.91,4.9
0.00022999999999999976,0.16,0.11,1.03,46.92,-5.27,7.22
0.0002333333333333331,0.08,0.12,1.17,30.24,-20.98,2.61
0.0002366666666666664,0.06,0.19,1.24,10.53,-32.81,-6.24
0.00023999999999999974,0.16,0.19,1.18,-4.98,-46.95,-2.44
0.00024333333333333306,0.3,0.18,1.09,-11.95,-34.18,1.05
0.0002466666666666664,0.34,0.11,0.99,-7.65,-24.4,5.13
0.00024999999999999973,0.35,0.08,1.02,-13.16,-6.29,2.96
0.00025333333333333306,0.36,0.08,1.01,-17.97,13.44,0.52
0.0002566666666666664,0.35,0.06,0.95,-18.32,30.14,-0.93
0.0002599999999999997,0.27,0.04,0.97,-14.85,33.88,0.69
0.00026333333333333303,0.25,0.07,1.04,-16.87,38.17,1.3
0.00026666666666666635,0.18,0.06,1.06,-18.53,33.33,2.29
0.0002699999999999997,0.14,0.04,1.03,-18.14,24.4,1.3
0.000273333333333333,0.17,0.02,1.02,-16.76,23.31,0.73
0.0002766666666666663,0.22,0.01,0.98,-15.47,24.95,1.74
0.00027999999999999965,0.21,0.02,0.99,-15.92,30.76,0.27
0.000283333333333333,0.23,0.02,0.99,-17.44,38.87,0.24
0.0002866666666666663,0.25,0.04,0.99,-18.7,42.76,3.13
0.0002899999999999996,0.17,0.02,1.03,-17.71,37.79,5.74
0.00029333333333333295,0.13,0.03,1.02,-16.17,31.27,10.08
0.00029666666666666627,0.08,0.02,1.06,-17.27,15.15,14.03
0.0002999999999999996,0.07,-0.01,1.01,-14.73,1.31,14.12
0.0003033333333333329,0.08,-0.05,0.96,-10.47,3.66,11.3
0.00030666666666666624,0.02,-0.03,0.99,-12.79,-4.43,8.2
0.00030999999999999957,0.1,-0.02,1.0,-11.11,-5.63,7.63
0.0003133333333333329,0.11,-0.03,0.97,-8.21,-11.82,10.21
0.0003166666666666662,0.16,-0.02,0.98,-7.19,-10.32,11.07
0.00031999999999999954,0.16,-0.02,0.98,-6.26,-7.22,10.76
0.00032333333333333286,0.12,-0.03,0.98,-5.34,-7.74,10.47
0.0003266666666666662,0.15,-0.02,0.97,-4.67,-6.44,10.43
0.0003299999999999995,0.12,-0.0,0.99,-6.79,-5.22,8.11
0.00033333333333333283,0.12,-0.03,0.98,-5.25,-8.52,6.69
0.00033666666666666616,0.15,-0.04,0.94,-1.13,-10.52,8.58
0.0003399999999999995,0.16,-0.05,0.95,2.37,-12.96,10.66
0.0003433333333333328,0.16,-0.05,0.95,4.27,-13.05,10.92
0.00034666666666666613,0.14,-0.04,0.97,5.68,-14.32,10.31
0.00034999999999999945,0.14,-0.03,1.01,5.4,-16.02,8.27
0.0003533333333333328,0.16,-0.02,1.01,4.03,-15.16,6.49
0.0003566666666666661,0.19,-0.02,1.0,3.6,-10.67,4.76
0.0003599999999999994,0.21,-0.05,0.95,6.56,-10.12,3.88
0.00036333333333333275,0.21,-0.05,0.94,9.15,-11.51,6.02
0.0003666666666666661,0.21,-0.03,0.93,13.68,-10.24,7.45
0.0003699999999999994,0.16,-0.04,0.94,19.3,-15.34,-0.31
0.0003733333333333327,0.14,-0.01,1.01,14.05,-3.02,-4.02
0.00037666666666666605,0.14,0.01,1.07,9.94,-2.78,-6.67
0.00037999999999999937,0.2,0.03,1.01,11.22,-1.54,-4.27
0.0003833333333333327,0.24,0.04,1.03,8.63,3.31,-1.66
0.000386666666666666,0.24,0.03,1.04,4.64,7.31,4.21
0.00038999999999999934,0.21,0.02,0.99,4.7,6.14,4.82
0.00039333333333333267,0.21,0.03,1.01,3.28,10.76,3.45
0.000396666666666666,0.16,0.02,1.04,2.64,8.81,2.79
0.0003999999999999993,0.14,0.02,1.03,1.19,10.26,1.85
0.00040333333333333264,0.14,0.03,1.03,-0.63,7.02,1.22
0.00040666666666666596,0.17,0.04,1.05,-4.82,8.4,1.18
0.0004099999999999993,0.14,0.04,1.07,-10.08,8.17,2.2
0.0004133333333333326,0.17,0.01,1.02,-10.87,16.37,1.6
0.00041666666666666593,0.1,-0.0,1.01,-9.45,13.28,1.8
0.00041999999999999926,0.1,0.0,1.02,-10.75,12.92,-0.52
0.0004233333333333326,0.12,-0.0,1.02,-11.95,10.89,-1.91
0.0004266666666666659,0.09,-0.02,0.99,-8.93,3.69,-0.95
0.00042999999999999923,0.12,-0.02,1.0,-7.34,1.51,-0.06
0.00043333333333333255,0.12,-0.0,1.02,-7.62,-3.45,2.47
0.0004366666666666659,0.11,-0.02,1.0,-7.31,-8.38,3.68
0.0004399999999999992,0.09,-0.01,1.01,-11.92,-18.09,4.41
0.0004433333333333325,0.08,-0.02,1.05,-16.14,-28.82,4.67
0.00044666666666666585,0.16,-0.05,0.95,-16.75,-15.4,-2.61
0.0004499999999999992,0.2,-0.03,0.95,-17.95,-6.72,-1.47
0.0004533333333333325,0.22,-0.04,0.93,-15.79,2.89,-2.84
0.0004566666666666658,0.21,-0.06,0.92,-9.22,13.33,-2.49
0.00045999999999999915,0.2,-0.06,0.91,-4.37,31.4,-4.81
0.00046333333333333247,0.13,-0.07,0.97,1.57,23.57,-8.37
0.0004666666666666658,0.17,-0.06,0.96,1.37,34.82,-9.07
0.0004699999999999991,0.12,-0.05,1.02,1.91,25.6,-9.04
0.00047333333333333244,0.12,-0.03,1.01,1.04,21.57,-9.04
0.00047666666666666577,0.11,-0.02,1.03,0.02,14.29,-8.49
0.0004799999999999991,0.11,-0.01,1.02,-2.31,0.82,-5.37
0.0004833333333333324,0.12,0.01,1.07,-10.21,-1.11,-9.59
0.00048666666666666574,0.15,-0.05,1.02,-4.76,-5.22,-2.43
0.0004899999999999991,0.17,-0.04,0.95,3.27,-4.23,0.02
0.0004933333333333325,0.16,-0.03,0.97,7.13,-5.11,1.53
0.0004966666666666659,0.12,-0.04,0.98,8.72,-8.08,1.02
0.0004999999999999993,0.1,-0.02,1.0,9.18,-9.18,-0.5
0.0005033333333333326,0.13,-0.01,0.99,9.47,-9.3,-0.14
0.000506666666666666,0.18,-0.06,0.92,11.68,-4.84,2.26
0.0005099999999999994,0.15,-0.07,0.97,11.91,-0.9,-2.0
0.0005133333333333328,0.12,0.0,1.02,7.97,-2.53,-2.64
