time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.0,0.31,-0.33,0.84,21.8,-2.75,-27.63
3.3333333333333333e-06,0.32,-0.33,0.81,23.94,-7.77,-29.56
6.666666666666667e-06,0.33,-0.32,0.75,29.19,-6.55,-31.1
9.999999999999999e-06,0.33,-0.3,0.77,32.24,-8.18,-33.47
1.3333333333333333e-05,0.36,-0.25,0.8,32.84,-11.22,-32.72
1.6666666666666667e-05,0.41,-0.24,0.8,33.19,-3.79,-34.53
2e-05,0.4,-0.21,0.86,31.4,-15.65,-25.19
2.3333333333333336e-05,0.43,-0.21,0.81,32.0,-8.79,-28.15
2.666666666666667e-05,0.4,-0.21,0.79,34.24,2.35,-35.86
3.0000000000000004e-05,0.4,-0.19,0.79,34.63,10.82,-41.25
3.3333333333333335e-05,0.37,-0.15,0.85,35.91,3.15,-40.64
3.6666666666666666e-05,0.42,-0.12,0.84,35.48,1.36,-41.6
3.9999999999999996e-05,0.44,-0.11,0.84,33.3,3.45,-38.61
4.333333333333333e-05,0.41,-0.11,0.83,32.52,0.78,-40.06
4.666666666666666e-05,0.42,-0.13,0.82,30.75,3.36,-40.15
4.999999999999999e-05,0.4,-0.11,0.82,30.49,1.39,-37.82
5.333333333333332e-05,0.41,-0.11,0.77,32.73,3.02,-39.33
5.666666666666665e-05,0.39,-0.11,0.75,34.32,7.13,-39.44
5.999999999999998e-05,0.37,-0.11,0.79,31.85,5.94,-40.85
6.333333333333332e-05,0.34,-0.13,0.73,28.67,1.27,-41.15
6.666666666666666e-05,0.3,-0.18,0.63,31.89,3.73,-47.44
7e-05,0.3,-0.17,0.54,39.48,16.05,-55.48
7.333333333333333e-05,0.28,-0.18,0.54,48.5,18.96,-67.95
7.666666666666667e-05,0.27,-0.08,0.55,58.66,16.87,-71.27
8e-05,0.35,-0.0,0.57,58.95,18.58,-69.3
8.333333333333334e-05,0.33,0.02,0.56,63.42,26.0,-71.86
8.666666666666668e-05,0.34,0.07,0.54,60.47,23.77,-78.43
9.000000000000002e-05,0.36,0.04,0.52,71.5,23.1,-73.71
9.333333333333336e-05,0.32,0.2,0.61,78.53,18.23,-77.1
9.66666666666667e-05,0.4,0.35,0.62,88.24,26.27,-81.4
0.00010000000000000003,0.47,0.52,0.86,84.56,34.67,-79.71
0.00010333333333333337,0.43,0.68,1.24,59.18,17.95,-81.6
0.00010666666666666671,0.48,0.62,1.39,65.36,-6.38,-51.59
0.00011000000000000004,0.51,0.7,1.38,56.78,-15.19,-32.35
0.00011333333333333338,0.47,0.69,1.49,36.06,-29.37,-31.97
0.00011666666666666672,0.45,0.71,1.55,9.4,-68.49,-20.43
0.00012000000000000006,0.51,0.66,1.49,16.95,-69.27,-22.03
0.0001233333333333334,0.55,0.65,1.45,22.37,-72.53,-23.59
0.00012666666666666672,0.65,0.66,1.43,31.04,-74.17,-15.36
0.00013000000000000004,0.69,0.61,1.34,28.2,-78.15,-9.76
0.00013333333333333337,0.79,0.56,1.16,22.81,-61.54,-11.36
0.0001366666666666667,0.78,0.51,1.06,16.58,-44.47,-8.46
0.00014000000000000001,0.75,0.46,0.97,10.21,-33.22,-2.93
0.00014333333333333334,0.72,0.4,0.8,5.97,-13.27,-5.76
0.00014666666666666666,0.67,0.36,0.69,3.27,7.56,-8.17
0.00015,0.58,0.32,0.67,2.35,16.63,-7.68
0.0001533333333333333,0.48,0.27,0.64,4.34,21.48,-9.63
0.00015666666666666663,0.36,0.2,0.56,9.1,23.05,-14.85
0.00015999999999999996,0.36,0.18,0.5,14.96,15.11,-16.61
0.00016333333333333328,0.35,0.16,0.5,20.47,12.15,-19.74
0.0001666666666666666,0.32,0.18,0.55,22.81,5.95,-16.9
0.00016999999999999993,0.37,0.21,0.54,24.49,3.24,-21.37
0.00017333333333333325,0.43,0.17,0.51,29.76,11.47,-25.31
0.00017666666666666658,0.45,0.22,0.49,37.15,17.74,-19.71
0.0001799999999999999,0.43,0.21,0.56,41.07,20.29,-28.34
0.00018333333333333323,0.34,0.27,0.73,44.4,6.69,-20.85
0.00018666666666666655,0.33,0.42,0.8,39.02,-4.85,-30.72
0.00018999999999999987,0.37,0.4,0.8,29.25,-18.7,-27.53
0.0001933333333333332,0.43,0.42,0.84,28.82,-8.17,-35.71
0.00019666666666666652,0.5,0.52,0.97,25.48,-9.63,-45.95
