time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.0,0.27,-0.22,0.96,-28.64,4.61,1.25
3.3333333333333333e-06,0.25,-0.23,0.96,-27.42,2.23,1.1
6.666666666666667e-06,0.25,-0.25,0.96,-24.47,-1.65,1.44
9.999999999999999e-06,0.28,-0.24,0.96,-22.53,-3.15,3.13
1.3333333333333333e-05,0.25,-0.25,0.96,-21.37,-8.78,5.79
1.6666666666666667e-05,0.28,-0.26,0.97,-19.91,-11.04,8.05
2e-05,0.32,-0.26,0.9,-16.7,-6.85,12.61
2.3333333333333336e-05,0.25,-0.26,0.92,-15.76,-10.23,12.82
2.666666666666667e-05,0.24,-0.29,0.94,-15.6,-8.35,11.48
3.0000000000000004e-05,0.25,-0.3,0.96,-21.42,-3.24,8.96
3.3333333333333335e-05,0.25,-0.3,0.87,-17.5,1.15,8.18
3.6666666666666666e-05,0.3,-0.3,0.86,-14.24,6.41,10.24
3.9999999999999996e-05,0.26,-0.32,0.88,-13.33,-3.54,13.02
4.333333333333333e-05,0.27,-0.33,0.92,-16.15,-4.53,15.15
4.666666666666666e-05,0.2,-0.32,0.94,-20.75,-9.69,12.93
4.999999999999999e-05,0.23,-0.34,0.88,-17.33,-6.0,11.82
5.333333333333332e-05,0.25,-0.34,0.87,-17.8,-2.73,11.01
5.666666666666665e-05,0.22,-0.37,0.89,-18.6,-2.67,9.57
5.999999999999998e-05,0.21,-0.37,0.87,-19.79,0.98,7.65
6.333333333333332e-05,0.24,-0.39,0.83,-16.46,3.08,7.57
6.666666666666666e-05,0.21,-0.41,0.85,-15.76,-1.4,7.48
7e-05,0.23,-0.4,0.84,-14.4,-1.45,8.26
7.333333333333333e-05,0.23,-0.41,0.81,-8.37,0.35,8.84
7.666666666666667e-05,0.19,-0.41,0.82,-5.48,-2.31,7.22
8e-05,0.19,-0.43,0.87,-6.52,-5.59,5.65
8.333333333333334e-05,0.21,-0.42,0.87,-9.89,-2.02,4.05
8.666666666666668e-05,0.22,-0.43,0.83,-10.73,1.39,3.21
9.000000000000002e-05,0.19,-0.43,0.79,-8.6,0.4,1.88
9.333333333333336e-05,0.18,-0.48,0.77,-6.56,0.53,0.31
9.66666666666667e-05,0.18,-0.49,0.73,-4.47,7.34,-1.97
0.00010000000000000003,0.17,-0.49,0.68,6.03,4.27,-1.63
0.00010333333333333337,0.13,-0.51,0.71,6.96,5.27,-6.23
0.00010666666666666671,0.14,-0.51,0.69,11.11,3.51,-9.39
0.00011000000000000004,0.14,-0.49,0.75,12.87,-1.21,-13.02
0.00011333333333333338,0.16,-0.47,0.7,17.5,0.6,-16.2
0.00011666666666666672,0.21,-0.43,0.73,23.08,6.15,-18.46
0.00012000000000000006,0.2,-0.4,0.81,24.32,5.85,-19.53
0.0001233333333333334,0.21,-0.39,0.92,19.4,1.33,-20.41
0.00012666666666666672,0.23,-0.36,0.93,15.42,-1.56,-18.6
0.00013000000000000004,0.26,-0.35,0.85,19.48,1.44,-14.85
0.00013333333333333337,0.3,-0.36,0.83,20.14,7.88,-13.86
0.0001366666666666667,0.22,-0.35,0.81,25.04,3.36,-14.37
0.00014000000000000001,0.24,-0.34,0.85,27.04,7.37,-14.82
0.00014333333333333334,0.26,-0.33,0.89,27.76,8.79,-13.11
0.00014666666666666666,0.23,-0.33,0.89,26.24,7.95,-12.85
0.00015,0.2,-0.31,0.9,25.98,3.15,-12.98
0.0001533333333333333,0.21,-0.3,0.89,27.08,0.03,-14.53
0.00015666666666666663,0.26,-0.23,0.9,26.17,-2.82,-16.96
0.00015999999999999996,0.26,-0.28,0.88,27.47,2.17,-17.59
0.00016333333333333328,0.27,-0.26,0.91,26.46,5.36,-15.6
0.0001666666666666666,0.26,-0.24,0.97,23.82,5.71,-14.87
0.00016999999999999993,0.26,-0.21,0.92,25.83,4.24,-13.95
0.00017333333333333325,0.28,-0.22,0.95,26.03,1.47,-11.19
0.00017666666666666658,0.26,-0.21,0.96,25.89,-1.6,-9.62
0.0001799999999999999,0.25,-0.21,0.93,27.85,0.34,-14.98
0.00018333333333333323,0.25,-0.2,0.95,26.31,1.02,-14.5
0.00018666666666666655,0.26,-0.21,1.05,18.7,-1.15,-15.97
0.00018999999999999987,0.26,-0.17,1.02,17.24,-3.76,-16.02
0.0001933333333333332,0.32,-0.16,0.96,20.05,-2.15,-12.47
0.00019666666666666652,0.32,-0.15,0.95,26.56,-6.05,-7.82
0.00019999999999999985,0.31,-0.15,0.99,27.62,-7.33,-6.4
0.00020333333333333317,0.25,-0.16,1.04,24.29,-9.91,-8.2
0.0002066666666666665,0.28,-0.14,1.03,20.87,-8.14,-10.27
0.00020999999999999982,0.3,-0.13,0.97,22.24,-4.35,-11.42
0.00021333333333333314,0.36,-0.11,0.96,22.78,0.44,-8.82
0.00021666666666666647,0.37,-0.14,0.97,22.84,9.5,-6.12
0.0002199999999999998,0.3,-0.14,1.01,18.55,5.11,-6.23
0.00022333333333333311,0.32,-0.14,0.98,17.34,4.03,-3.02
0.00022666666666666644,0.3,-0.15,0.97,17.53,-1.98,0.23
0.00022999999999999976,0.28,-0.16,0.93,18.92,-4.05,1.76
0.0002333333333333331,0.25,-0.16,0.88,21.33,-1.05,-1.63
0.0002366666666666664,0.28,-0.15,0.87,23.16,8.18,-4.81
0.00023999999999999974,0.3,-0.12,0.92,22.0,18.63,-6.41
0.00024333333333333306,0.27,-0.1,1.01,17.85,22.56,-7.39
0.0002466666666666664,0.27,-0.08,1.07,6.76,28.21,-7.88
0.00024999999999999973,0.26,-0.08,1.07,-3.16,30.69,-5.94
0.00025333333333333306,0.28,-0.09,1.05,-7.97,30.29,-2.35
0.0002566666666666664,0.26,-0.12,0.97,-4.89,24.08,1.62
0.0002599999999999997,0.2,-0.16,0.89,6.12,17.45,2.66
0.00026333333333333303,0.16,-0.16,0.9,16.02,9.39,2.5
0.00026666666666666635,0.16,-0.15,0.95,20.99,-1.18,0.5
0.0002699999999999997,0.18,-0.14,0.96,27.62,-7.92,-0.24
0.000273333333333333,0.15,-0.12,1.01,28.58,-11.16,-4.84
0.0002766666666666663,0.17,-0.08,1.08,25.54,-7.13,-9.31
0.00027999999999999965,0.25,-0.03,1.11,20.02,0.72,-9.94
0.000283333333333333,0.25,-0.03,1.18,12.7,-1.65,-8.98
0.0002866666666666663,0.28,-0.02,1.12,10.78,1.08,-5.11
0.0002899999999999996,0.28,-0.04,1.08,10.73,3.18,-2.82
0.00029333333333333295,0.23,-0.07,1.07,9.5,1.51,-3.54
0.00029666666666666627,0.26,-0.07,1.0,11.54,2.43,-2.44
0.0002999999999999996,0.24,-0.09,0.95,14.76,0.67,-2.43
0.0003033333333333329,0.21,-0.08,0.96,17.59,-2.4,-3.76
0.00030666666666666624,0.23,-0.07,0.99,17.34,-3.1,-4.9
0.00030999999999999957,0.23,-0.06,1.0,17.59,-4.87,-5.71
0.0003133333333333329,0.23,-0.04,1.03,16.02,-8.31,-6.64
0.0003166666666666662,0.23,-0.04,1.02,15.25,-9.5,-7.54
0.00031999999999999954,0.27,-0.03,1.01,12.53,-2.05,-5.68
0.00032333333333333286,0.3,-0.02,1.01,11.91,3.24,-0.81
0.0003266666666666662,0.27,-0.03,1.0,10.46,2.69,1.24
0.0003299999999999995,0.26,-0.02,1.02,10.21,0.64,5.08
0.00033333333333333283,0.29,-0.0,1.08,6.99,1.51,9.11
0.00033666666666666616,0.24,-0.01,1.06,4.82,-0.53,8.93
0.0003399999999999995,0.18,-0.02,1.02,6.44,-4.61,6.76
